id,Status,Time,Latitude,Longitude
1086,Logged On,00:00.1,-27.479221,153.012008
1086,Logged On,00:00.1,-27.479221,153.012008
1086,Logged On,00:00.1,-27.479221,153.012008
1086,Logged On,00:00.1,-27.479221,153.012008
1086,Logged On,00:00.1,-27.479221,153.012008
1050,Logged On,00:00.2,-27.467441,153.022696
1050,Logged On,00:00.2,-27.467441,153.022696
1050,Logged On,00:00.2,-27.467441,153.022696
1050,Logged On,00:00.2,-27.467441,153.022696
1050,Logged On,00:00.2,-27.467441,153.022696
833,Meter On,00:00.3,-27.439489,153.064292
833,Meter On,00:00.3,-27.439489,153.064292
833,Meter On,00:00.3,-27.439489,153.064292
833,Meter On,00:00.3,-27.439489,153.064292
833,Meter On,00:00.3,-27.439489,153.064292
1038,Meter On,00:00.4,-27.448389,153.032643
1038,Meter On,00:00.4,-27.448389,153.032643
1038,Meter On,00:00.4,-27.448389,153.032643
1038,Meter On,00:00.4,-27.448389,153.032643
1038,Meter On,00:00.4,-27.448389,153.032643
1023,Meter On,00:00.5,-27.430589,153.093514
1023,Meter On,00:00.5,-27.430589,153.093514
1023,Meter On,00:00.5,-27.430589,153.093514
1023,Meter On,00:00.5,-27.430589,153.093514
1023,Meter On,00:00.5,-27.430589,153.093514
1388,Meter On,00:00.6,-27.484701,153.037211
1388,Meter On,00:00.6,-27.484701,153.037211
1388,Meter On,00:00.6,-27.484701,153.037211
1388,Meter On,00:00.6,-27.484701,153.037211
1388,Meter On,00:00.6,-27.484701,153.037211
1277,Meter On,00:00.8,-27.454374,152.98851
1277,Meter On,00:00.8,-27.454374,152.98851
1277,Meter On,00:00.8,-27.454374,152.98851
1277,Meter On,00:00.8,-27.454374,152.98851
1277,Meter On,00:00.8,-27.454374,152.98851
1425,Logged On,00:00.9,-27.408873,153.03246
1425,Logged On,00:00.9,-27.408873,153.03246
1425,Logged On,00:00.9,-27.408873,153.03246
1425,Logged On,00:00.9,-27.408873,153.03246
1425,Logged On,00:00.9,-27.408873,153.03246
737,Meter On,00:01.0,-27.448857,153.037424
737,Meter On,00:01.0,-27.448857,153.037424
737,Meter On,00:01.0,-27.448857,153.037424
737,Meter On,00:01.0,-27.448857,153.037424
737,Meter On,00:01.0,-27.448857,153.037424
1293,Logged On,00:01.3,-27.402169,153.109531
1293,Logged On,00:01.3,-27.402169,153.109531
1293,Logged On,00:01.3,-27.402169,153.109531
1293,Logged On,00:01.3,-27.402169,153.109531
1293,Logged On,00:01.3,-27.402169,153.109531
547,Logged On,00:01.3,-27.471742,153.024533
547,Logged On,00:01.3,-27.471742,153.024533
547,Logged On,00:01.3,-27.471742,153.024533
547,Logged On,00:01.3,-27.471742,153.024533
547,Logged On,00:01.3,-27.471742,153.024533
988,Ignition Off,00:01.4,-27.22689,153.084196
988,Ignition Off,00:01.4,-27.22689,153.084196
988,Ignition Off,00:01.4,-27.22689,153.084196
988,Ignition Off,00:01.4,-27.22689,153.084196
988,Ignition Off,00:01.4,-27.22689,153.084196
1211,Logged On,00:01.4,-27.394474,152.991991
1211,Logged On,00:01.4,-27.394474,152.991991
1211,Logged On,00:01.4,-27.394474,152.991991
1211,Logged On,00:01.4,-27.394474,152.991991
1211,Logged On,00:01.4,-27.394474,152.991991
471,Meter On,00:01.5,-27.419006,153.041108
471,Meter On,00:01.5,-27.419006,153.041108
471,Meter On,00:01.5,-27.419006,153.041108
471,Meter On,00:01.5,-27.419006,153.041108
471,Meter On,00:01.5,-27.419006,153.041108
1281,Logged On,00:01.5,-27.470455,153.002375
1281,Logged On,00:01.5,-27.470455,153.002375
1281,Logged On,00:01.5,-27.470455,153.002375
1281,Logged On,00:01.5,-27.470455,153.002375
1281,Logged On,00:01.5,-27.470455,153.002375
658,Logged On,00:01.6,-27.467423,153.007866
658,Logged On,00:01.6,-27.467423,153.007866
658,Logged On,00:01.6,-27.467423,153.007866
658,Logged On,00:01.6,-27.467423,153.007866
658,Logged On,00:01.6,-27.467423,153.007866
666,Logged On,00:01.7,-27.268224,152.981608
666,Logged On,00:01.7,-27.268224,152.981608
666,Logged On,00:01.7,-27.268224,152.981608
666,Logged On,00:01.7,-27.268224,152.981608
666,Logged On,00:01.7,-27.268224,152.981608
1377,Logged On,00:01.7,-27.485484,152.991788
1377,Logged On,00:01.7,-27.485484,152.991788
1377,Logged On,00:01.7,-27.485484,152.991788
1377,Logged On,00:01.7,-27.485484,152.991788
1377,Logged On,00:01.7,-27.485484,152.991788
1182,Meter On,00:01.8,-27.472039,153.024513
1182,Meter On,00:01.8,-27.472039,153.024513
1182,Meter On,00:01.8,-27.472039,153.024513
1182,Meter On,00:01.8,-27.472039,153.024513
1182,Meter On,00:01.8,-27.472039,153.024513
1235,Logged On,00:01.9,-27.458324,153.035079
1235,Logged On,00:01.9,-27.458324,153.035079
1235,Logged On,00:01.9,-27.458324,153.035079
1235,Logged On,00:01.9,-27.458324,153.035079
1235,Logged On,00:01.9,-27.458324,153.035079
742,Logged On,00:02.0,-27.463886,153.024898
742,Logged On,00:02.0,-27.463886,153.024898
742,Logged On,00:02.0,-27.463886,153.024898
742,Logged On,00:02.0,-27.463886,153.024898
742,Logged On,00:02.0,-27.463886,153.024898
443,Logged On,00:02.1,-27.435754,153.041413
443,Logged On,00:02.1,-27.435754,153.041413
443,Logged On,00:02.1,-27.435754,153.041413
443,Logged On,00:02.1,-27.435754,153.041413
443,Logged On,00:02.1,-27.435754,153.041413
1560,Logged On,00:02.6,-27.457271,153.019397
1560,Logged On,00:02.6,-27.457271,153.019397
1560,Logged On,00:02.6,-27.457271,153.019397
1560,Logged On,00:02.6,-27.457271,153.019397
1560,Logged On,00:02.6,-27.457271,153.019397
691,Logged On,00:02.7,-27.490992,153.072777
691,Logged On,00:02.7,-27.490992,153.072777
691,Logged On,00:02.7,-27.490992,153.072777
691,Logged On,00:02.7,-27.490992,153.072777
691,Logged On,00:02.7,-27.490992,153.072777
1193,Meter On,00:02.8,-27.402691,153.109308
1193,Meter On,00:02.8,-27.402691,153.109308
1193,Meter On,00:02.8,-27.402691,153.109308
1193,Meter On,00:02.8,-27.402691,153.109308
1193,Meter On,00:02.8,-27.402691,153.109308
538,Logged On,00:02.9,-27.474118,153.018443
538,Logged On,00:02.9,-27.474118,153.018443
538,Logged On,00:02.9,-27.474118,153.018443
538,Logged On,00:02.9,-27.474118,153.018443
538,Logged On,00:02.9,-27.474118,153.018443
1108,Logged On,00:02.9,-27.412221,153.07974
1108,Logged On,00:02.9,-27.412221,153.07974
1108,Logged On,00:02.9,-27.412221,153.07974
1108,Logged On,00:02.9,-27.412221,153.07974
1108,Logged On,00:02.9,-27.412221,153.07974
1053,Logged On,00:02.9,-27.467657,153.029892
1053,Logged On,00:02.9,-27.467657,153.029892
1053,Logged On,00:02.9,-27.467657,153.029892
1053,Logged On,00:02.9,-27.467657,153.029892
1053,Logged On,00:02.9,-27.467657,153.029892
1266,Meter On,00:03.3,-27.38615,153.118494
1266,Meter On,00:03.3,-27.38615,153.118494
1266,Meter On,00:03.3,-27.38615,153.118494
1266,Meter On,00:03.3,-27.38615,153.118494
1266,Meter On,00:03.3,-27.38615,153.118494
1342,Logged On,00:03.4,-27.439759,153.049127
1342,Logged On,00:03.4,-27.439759,153.049127
1342,Logged On,00:03.4,-27.439759,153.049127
1342,Logged On,00:03.4,-27.439759,153.049127
1342,Logged On,00:03.4,-27.439759,153.049127
1207,Logged On,00:03.4,-27.401071,153.109765
1207,Logged On,00:03.4,-27.401071,153.109765
1207,Logged On,00:03.4,-27.401071,153.109765
1207,Logged On,00:03.4,-27.401071,153.109765
1207,Logged On,00:03.4,-27.401071,153.109765
1596,Logged On,00:03.4,-27.464291,153.012607
1596,Logged On,00:03.4,-27.464291,153.012607
1596,Logged On,00:03.4,-27.464291,153.012607
1596,Logged On,00:03.4,-27.464291,153.012607
1596,Logged On,00:03.4,-27.464291,153.012607
624,Logged On,00:03.5,-27.439507,153.0304
624,Logged On,00:03.5,-27.439507,153.0304
624,Logged On,00:03.5,-27.439507,153.0304
624,Logged On,00:03.5,-27.439507,153.0304
624,Logged On,00:03.5,-27.439507,153.0304
1387,Logged On,00:03.5,-27.394339,153.105014
1387,Logged On,00:03.5,-27.394339,153.105014
1387,Logged On,00:03.5,-27.394339,153.105014
1387,Logged On,00:03.5,-27.394339,153.105014
1387,Logged On,00:03.5,-27.394339,153.105014
650,Logged On,00:03.7,-27.471355,153.023924
650,Logged On,00:03.7,-27.471355,153.023924
650,Logged On,00:03.7,-27.471355,153.023924
650,Logged On,00:03.7,-27.471355,153.023924
650,Logged On,00:03.7,-27.471355,153.023924
907,Logged On,00:03.8,-27.581228,153.078116
907,Logged On,00:03.8,-27.581228,153.078116
907,Logged On,00:03.8,-27.581228,153.078116
907,Logged On,00:03.8,-27.581228,153.078116
907,Logged On,00:03.8,-27.581228,153.078116
1176,Meter On,00:03.8,-27.458405,153.000274
1176,Meter On,00:03.8,-27.458405,153.000274
1176,Meter On,00:03.8,-27.458405,153.000274
1176,Meter On,00:03.8,-27.458405,153.000274
1176,Meter On,00:03.8,-27.458405,153.000274
456,Logged On,00:03.9,-27.469339,153.027375
456,Logged On,00:03.9,-27.469339,153.027375
456,Logged On,00:03.9,-27.469339,153.027375
456,Logged On,00:03.9,-27.469339,153.027375
456,Logged On,00:03.9,-27.469339,153.027375
1486,Ignition Off,00:03.9,-27.434458,153.044397
1486,Ignition Off,00:03.9,-27.434458,153.044397
1486,Ignition Off,00:03.9,-27.434458,153.044397
1486,Ignition Off,00:03.9,-27.434458,153.044397
1486,Ignition Off,00:03.9,-27.434458,153.044397
823,Meter On,00:04.0,-27.382172,152.955451
823,Meter On,00:04.0,-27.382172,152.955451
823,Meter On,00:04.0,-27.382172,152.955451
823,Meter On,00:04.0,-27.382172,152.955451
823,Meter On,00:04.0,-27.382172,152.955451
960,Logged On,00:04.0,-27.469591,153.028248
960,Logged On,00:04.0,-27.469591,153.028248
960,Logged On,00:04.0,-27.469591,153.028248
960,Logged On,00:04.0,-27.469591,153.028248
960,Logged On,00:04.0,-27.469591,153.028248
799,Logged On,00:04.4,-27.401242,153.109633
799,Logged On,00:04.4,-27.401242,153.109633
799,Logged On,00:04.4,-27.401242,153.109633
799,Logged On,00:04.4,-27.401242,153.109633
799,Logged On,00:04.4,-27.401242,153.109633
454,Logged On,00:04.4,-27.402556,153.109359
454,Logged On,00:04.4,-27.402556,153.109359
454,Logged On,00:04.4,-27.402556,153.109359
454,Logged On,00:04.4,-27.402556,153.109359
454,Logged On,00:04.4,-27.402556,153.109359
1304,Meter On,00:04.8,-27.484521,153.075081
1304,Meter On,00:04.8,-27.484521,153.075081
1304,Meter On,00:04.8,-27.484521,153.075081
1304,Meter On,00:04.8,-27.484521,153.075081
1304,Meter On,00:04.8,-27.484521,153.075081
1611,Meter On,00:04.8,-27.450207,153.000579
1611,Meter On,00:04.8,-27.450207,153.000579
1611,Meter On,00:04.8,-27.450207,153.000579
1611,Meter On,00:04.8,-27.450207,153.000579
1611,Meter On,00:04.8,-27.450207,153.000579
726,Ignition On,00:04.8,-27.871778,153.313683
726,Ignition On,00:04.8,-27.871778,153.313683
726,Ignition On,00:04.8,-27.871778,153.313683
726,Ignition On,00:04.8,-27.871778,153.313683
726,Ignition On,00:04.8,-27.871778,153.313683
1020,Logged On,00:04.9,-27.402538,153.109379
1020,Logged On,00:04.9,-27.402538,153.109379
1020,Logged On,00:04.9,-27.402538,153.109379
1020,Logged On,00:04.9,-27.402538,153.109379
1020,Logged On,00:04.9,-27.402538,153.109379
558,Logged On,00:04.9,-27.446319,153.028816
558,Logged On,00:04.9,-27.446319,153.028816
558,Logged On,00:04.9,-27.446319,153.028816
558,Logged On,00:04.9,-27.446319,153.028816
558,Logged On,00:04.9,-27.446319,153.028816
483,Logged On,00:05.2,-27.383891,153.120016
483,Logged On,00:05.2,-27.383891,153.120016
483,Logged On,00:05.2,-27.383891,153.120016
483,Logged On,00:05.2,-27.383891,153.120016
483,Logged On,00:05.2,-27.383891,153.120016
953,Logged On,00:05.5,-27.501809,153.039758
953,Logged On,00:05.5,-27.501809,153.039758
953,Logged On,00:05.5,-27.501809,153.039758
953,Logged On,00:05.5,-27.501809,153.039758
953,Logged On,00:05.5,-27.501809,153.039758
604,Meter On,00:05.5,-27.459467,153.033841
604,Meter On,00:05.5,-27.459467,153.033841
604,Meter On,00:05.5,-27.459467,153.033841
604,Meter On,00:05.5,-27.459467,153.033841
604,Meter On,00:05.5,-27.459467,153.033841
928,Meter On,00:05.7,-27.482271,153.020209
928,Meter On,00:05.7,-27.482271,153.020209
928,Meter On,00:05.7,-27.482271,153.020209
928,Meter On,00:05.7,-27.482271,153.020209
928,Meter On,00:05.7,-27.482271,153.020209
583,Logged On,00:05.8,-27.429671,153.053624
583,Logged On,00:05.8,-27.429671,153.053624
583,Logged On,00:05.8,-27.429671,153.053624
583,Logged On,00:05.8,-27.429671,153.053624
583,Logged On,00:05.8,-27.429671,153.053624
1244,Logged On,00:06.3,-27.46862,153.035962
1244,Logged On,00:06.3,-27.46862,153.035962
1244,Logged On,00:06.3,-27.46862,153.035962
1244,Logged On,00:06.3,-27.46862,153.035962
1244,Logged On,00:06.3,-27.46862,153.035962
1440,Meter On,00:06.4,-27.470005,153.009024
1440,Meter On,00:06.4,-27.470005,153.009024
1440,Meter On,00:06.4,-27.470005,153.009024
1440,Meter On,00:06.4,-27.470005,153.009024
1440,Meter On,00:06.4,-27.470005,153.009024
949,Logged On,00:06.5,-27.478384,153.021376
949,Logged On,00:06.5,-27.478384,153.021376
949,Logged On,00:06.5,-27.478384,153.021376
949,Logged On,00:06.5,-27.478384,153.021376
949,Logged On,00:06.5,-27.478384,153.021376
749,Meter On,00:06.6,-27.449469,153.027812
749,Meter On,00:06.6,-27.449469,153.027812
749,Meter On,00:06.6,-27.449469,153.027812
749,Meter On,00:06.6,-27.449469,153.027812
749,Meter On,00:06.6,-27.449469,153.027812
1224,Logged On,00:06.9,-27.381174,153.063429
1224,Logged On,00:06.9,-27.381174,153.063429
1224,Logged On,00:06.9,-27.381174,153.063429
1224,Logged On,00:06.9,-27.381174,153.063429
1224,Logged On,00:06.9,-27.381174,153.063429
975,Logged On,00:07.0,-27.47077,153.026594
975,Logged On,00:07.0,-27.47077,153.026594
975,Logged On,00:07.0,-27.47077,153.026594
975,Logged On,00:07.0,-27.47077,153.026594
975,Logged On,00:07.0,-27.47077,153.026594
461,Logged On,00:07.1,-27.384458,153.030309
461,Logged On,00:07.1,-27.384458,153.030309
461,Logged On,00:07.1,-27.384458,153.030309
461,Logged On,00:07.1,-27.384458,153.030309
461,Logged On,00:07.1,-27.384458,153.030309
620,Logged On,00:07.2,-27.47212,153.023711
620,Logged On,00:07.2,-27.47212,153.023711
620,Logged On,00:07.2,-27.47212,153.023711
620,Logged On,00:07.2,-27.47212,153.023711
620,Logged On,00:07.2,-27.47212,153.023711
828,Ignition Off,00:07.2,-27.492891,153.094945
828,Ignition Off,00:07.2,-27.492891,153.094945
828,Ignition Off,00:07.2,-27.492891,153.094945
828,Ignition Off,00:07.2,-27.492891,153.094945
828,Ignition Off,00:07.2,-27.492891,153.094945
439,Logged On,00:07.3,-27.457253,153.034166
439,Logged On,00:07.3,-27.457253,153.034166
439,Logged On,00:07.3,-27.457253,153.034166
439,Logged On,00:07.3,-27.457253,153.034166
439,Logged On,00:07.3,-27.457253,153.034166
1393,Logged On,00:07.3,-27.5518,153.068027
1393,Logged On,00:07.3,-27.5518,153.068027
1393,Logged On,00:07.3,-27.5518,153.068027
1393,Logged On,00:07.3,-27.5518,153.068027
1393,Logged On,00:07.3,-27.5518,153.068027
1200,Meter On,00:07.4,-27.43597,153.074848
1200,Meter On,00:07.4,-27.43597,153.074848
1200,Meter On,00:07.4,-27.43597,153.074848
1200,Meter On,00:07.4,-27.43597,153.074848
1200,Meter On,00:07.4,-27.43597,153.074848
1262,Logged On,00:07.5,-27.47509,153.016332
1262,Logged On,00:07.5,-27.47509,153.016332
1262,Logged On,00:07.5,-27.47509,153.016332
1262,Logged On,00:07.5,-27.47509,153.016332
1262,Logged On,00:07.5,-27.47509,153.016332
490,Logged On,00:07.7,-27.550558,153.066179
490,Logged On,00:07.7,-27.550558,153.066179
490,Logged On,00:07.7,-27.550558,153.066179
490,Logged On,00:07.7,-27.550558,153.066179
490,Logged On,00:07.7,-27.550558,153.066179
1232,Logged On,00:07.9,-27.468719,153.030441
1232,Logged On,00:07.9,-27.468719,153.030441
1232,Logged On,00:07.9,-27.468719,153.030441
1232,Logged On,00:07.9,-27.468719,153.030441
1232,Logged On,00:07.9,-27.468719,153.030441
